Iteration	Cds	Chromosome	Downstream	Exon	Gene	Intergenic	Intron	RareAminoAcid	SpliceSiteAcceptor	SpliceSiteDonor	Transcript	Upstream	Utr3prime	Utr5prime
98	0	10000	2908	2111	4896	3511	3510	0	271	274	4896	3153	340	327
99	0	10000	2946	2149	4959	3454	3525	0	279	298	4959	3177	410	336
100	0	10000	2952	2163	5002	3451	3602	0	320	310	5002	3142	395	368
101	0	10000	2907	2163	4989	3408	3555	0	283	308	4989	3179	356	352
102	0	10000	2988	2099	4964	3445	3592	0	280	296	4964	3175	364	352
103	0	10000	3079	2159	4937	3448	3545	0	277	325	4937	3201	374	319
104	0	10000	2930	2157	4982	3452	3566	0	278	285	4982	3221	373	344
105	0	10000	2990	2223	5049	3326	3575	0	284	300	5049	3154	422	359
106	0	10000	2986	2170	4998	3460	3577	0	281	314	4998	3256	402	349
107	0	10000	2965	2208	4964	3403	3536	0	335	316	4964	3184	398	323
108	0	10000	3001	2182	4994	3457	3591	0	350	290	4994	3209	374	359
109	0	10000	2970	2141	4956	3394	3524	0	271	298	4956	3157	365	337
110	0	10000	2966	2129	4954	3493	3618	0	335	307	4954	3191	412	310
111	0	10000	2990	2184	4941	3429	3497	0	302	284	4941	3209	383	339
112	0	10000	2965	2137	4894	3476	3483	0	273	293	4894	3159	402	349
113	0	10000	2930	2214	4931	3469	3504	0	320	321	4931	3190	366	339
114	0	10000	2930	2108	4916	3451	3540	0	275	287	4916	3092	375	329
115	0	10000	2908	2106	4926	3435	3559	0	263	299	4926	3139	375	323
116	0	10000	2967	2138	4899	3451	3504	0	285	349	4899	3233	392	303
117	0	10000	3040	2209	5005	3415	3556	0	292	318	5005	3190	364	341
118	0	10000	3031	2211	4985	3427	3572	0	329	339	4985	3172	350	344
119	0	10000	3000	2218	5025	3389	3594	0	312	317	5025	3143	415	350
120	0	10000	2879	2051	4982	3404	3628	0	291	309	4982	3159	376	296
121	0	10000	2997	2206	4935	3426	3516	0	291	335	4935	3147	388	343
122	0	10000	2992	2200	5050	3404	3637	0	284	343	5050	3207	434	333
123	0	10000	2900	2136	4912	3456	3531	0	298	318	4912	3081	368	310
124	0	10000	3010	2187	4935	3421	3508	0	302	315	4935	3223	383	332
125	0	10000	2968	2100	4919	3464	3573	0	306	318	4919	3171	359	317
126	0	10000	2953	2102	4911	3458	3547	0	294	297	4911	3185	371	336
127	0	10000	3047	2227	4970	3491	3500	0	286	309	4970	3201	425	361
128	0	10000	2948	2112	4908	3387	3501	0	296	283	4908	3087	383	324
129	0	10000	2997	2140	4943	3432	3548	0	279	300	4943	3056	372	341
130	0	10000	2961	2111	4900	3494	3518	0	311	285	4900	3199	392	314
131	0	10000	2892	2164	5009	3365	3598	0	270	296	5009	3169	401	315
132	0	10000	2986	2184	5038	3402	3651	0	306	307	5038	3183	382	373
133	0	10000	2885	2117	4958	3446	3577	0	301	306	4958	3169	374	305
134	0	10000	3003	2172	4963	3514	3539	0	278	318	4963	3195	396	300
135	0	10000	2854	2105	4969	3378	3609	0	288	301	4969	3133	370	304
136	0	10000	2999	2121	4925	3510	3548	0	297	321	4925	3227	359	343
137	0	10000	3069	2180	4945	3446	3526	0	295	320	4945	3160	398	327
138	0	10000	2914	2136	4920	3461	3569	0	313	317	4920	3131	367	318
139	0	10000	2989	2197	4895	3446	3457	0	297	299	4895	3246	402	341
140	0	10000	2965	2117	4939	3482	3541	0	277	276	4939	3185	382	328
141	0	10000	2963	2118	4921	3433	3554	0	310	305	4921	3233	383	313
142	0	10000	2891	2059	4923	3439	3552	0	252	279	4923	3136	386	326
143	0	10000	2996	2047	4933	3409	3645	0	291	326	4933	3123	376	310
144	0	10000	2877	2143	5035	3326	3626	0	313	306	5035	3211	389	294
145	0	10000	2975	2168	4983	3506	3551	0	304	302	4983	3215	371	331
146	0	10000	2961	2134	4930	3459	3519	0	275	301	4930	3143	386	316
147	0	10000	2944	2109	4989	3410	3592	0	290	311	4989	3161	393	330
148	0	10000	3000	2211	5043	3388	3594	0	261	320	5043	3176	399	287
149	0	10000	2932	2169	4919	3467	3490	0	295	306	4919	3187	392	334
150	0	10000	3027	2152	4932	3419	3526	0	268	325	4932	3222	401	322
151	0	10000	2912	2046	4948	3429	3625	0	257	317	4948	3089	332	342
152	0	10000	2930	2124	4941	3458	3578	0	293	330	4941	3185	357	336
153	0	10000	2909	2093	4952	3483	3553	0	270	293	4952	3190	385	328
154	0	10000	2971	2206	4995	3367	3569	0	331	319	4995	3200	392	358
155	0	10000	3003	2162	4977	3463	3622	0	291	324	4977	3237	400	357
156	0	10000	2987	2101	4976	3344	3628	0	287	311	4976	3101	337	316
157	0	10000	3007	2202	4972	3403	3512	0	300	283	4972	3138	404	341
158	0	10000	2966	2087	4942	3330	3562	0	264	273	4942	3101	354	311
159	0	10000	2909	2110	4928	3417	3581	0	313	303	4928	3144	399	329
160	0	10000	2961	2139	4926	3438	3504	0	285	286	4926	3168	366	289
161	0	10000	2893	2071	4899	3554	3534	0	282	293	4899	3143	406	324
162	0	10000	3011	2189	5046	3387	3595	0	286	308	5046	3243	382	337
163	0	10000	2910	2202	5013	3445	3576	0	305	286	5013	3164	406	312
164	0	10000	2959	2151	4897	3431	3495	0	276	321	4897	3190	386	333
165	0	10000	2936	2029	4879	3454	3518	0	267	270	4879	3180	385	295
166	0	10000	3005	2199	5036	3337	3600	0	280	316	5036	3152	382	335
167	0	10000	3011	2208	4979	3418	3501	1	269	309	4979	3151	404	279
168	0	10000	3057	2176	4990	3404	3584	0	289	336	4990	3173	393	337
169	0	10000	2969	2179	4941	3378	3509	0	308	278	4941	3177	393	328
170	0	10000	2903	2165	4939	3435	3516	0	267	291	4939	3181	401	319
171	0	10000	2926	2114	4990	3434	3604	0	272	316	4990	3220	371	311
172	0	10000	2960	2176	4958	3462	3554	0	304	289	4958	3122	395	339
173	0	10000	3022	2139	4971	3398	3560	0	285	320	4971	3163	363	324
174	0	10000	2950	2155	4989	3452	3581	0	288	320	4989	3219	372	341
175	0	10000	2987	2146	4970	3474	3519	0	261	280	4970	3185	368	329
176	0	10000	2935	2142	4957	3482	3548	0	282	308	4957	3202	401	330
177	0	10000	2948	2184	5004	3446	3609	0	326	317	5004	3195	368	358
178	0	10000	2968	2151	5001	3353	3606	0	266	326	5001	3091	399	324
179	0	10000	2966	2149	4941	3389	3591	0	320	327	4941	3158	384	328
180	0	10000	3122	2261	5020	3367	3523	0	309	320	5020	3214	402	357
181	0	10000	2872	2096	4940	3438	3541	0	274	277	4940	3062	409	341
182	0	10000	2993	2121	4939	3478	3537	0	275	309	4939	3178	380	318
183	0	10000	2963	2172	4976	3433	3592	0	301	306	4976	3130	408	329
184	0	10000	3019	2159	4908	3431	3506	0	306	312	4908	3221	356	336
185	0	10000	2917	2119	4960	3463	3565	0	284	292	4960	3161	384	309
186	0	10000	2960	2149	5013	3353	3610	0	293	314	5013	3081	403	356
187	0	10000	2936	2139	4971	3449	3552	0	241	300	4971	3171	394	339
188	0	10000	3020	2204	4989	3458	3538	0	315	318	4989	3157	407	335
189	0	10000	2964	2111	5047	3385	3678	0	302	313	5047	3137	373	326
190	0	10000	3011	2187	4996	3384	3590	0	294	338	4996	3108	398	311
191	0	10000	2913	2128	4916	3401	3554	0	308	294	4916	3183	367	305
192	0	10000	3063	2181	4979	3433	3562	0	313	324	4979	3144	365	380
193	0	10000	2969	2119	4907	3491	3535	0	287	315	4907	3180	390	333
194	0	10000	2972	2288	5118	3384	3604	0	286	329	5118	3239	402	374
195	0	10000	3035	2176	4966	3471	3542	0	309	290	4966	3242	386	318
196	0	10000	2978	2074	4913	3481	3530	0	275	289	4913	3169	393	329
197	0	10000	3061	2190	4960	3426	3525	0	293	302	4960	3202	391	320
198	0	10000	2972	2141	5002	3451	3635	0	296	324	5002	3214	377	331
199	0	10000	2991	2149	5004	3382	3605	0	286	285	5004	3080	395	340
200	0	10000	3050	2192	5020	3410	3616	0	283	323	5020	3235	416	338
201	0	10000	2879	2141	4980	3446	3543	1	276	303	4980	3039	406	315
202	0	10000	3034	2185	5017	3409	3566	0	286	298	5017	3201	395	329
203	0	10000	2976	2166	4986	3386	3594	0	287	317	4986	3206	383	351
204	0	10000	3030	2133	4985	3437	3610	0	303	310	4985	3133	384	306
205	0	10000	2959	2113	4990	3456	3585	0	283	276	4990	3200	388	318
206	0	10000	3016	2138	4993	3421	3602	0	307	290	4993	3160	405	307
207	0	10000	3045	2166	4951	3434	3546	0	308	308	4951	3153	386	316
208	0	10000	2990	2077	4894	3482	3543	0	287	304	4894	3099	377	344
209	0	10000	3012	2176	5017	3412	3597	0	293	311	5017	3260	390	317
210	0	10000	2962	2176	4968	3420	3556	0	276	299	4968	3221	381	343
211	0	10000	2908	2058	4838	3476	3481	1	255	289	4838	3136	359	322
212	0	10000	2958	2131	4957	3418	3531	0	264	308	4957	3099	362	325
213	0	10000	2957	2189	5023	3402	3560	0	286	286	5023	3146	417	343
214	0	10000	2932	2177	4989	3411	3617	0	303	342	4989	3108	371	354
215	0	10000	2998	2180	5049	3326	3636	0	314	293	5049	3118	392	350
216	0	10000	2998	2173	4930	3405	3516	0	291	318	4930	3131	397	322
217	0	10000	2919	2199	4951	3382	3520	0	285	305	4951	3179	392	340
218	0	10000	2952	2132	4980	3382	3568	0	257	292	4980	3166	363	338
219	0	10000	2932	2118	4934	3470	3532	0	270	285	4934	3213	358	326
220	0	10000	2942	2142	4924	3488	3514	0	280	291	4924	3113	371	339
221	0	10000	2944	2176	5007	3417	3567	0	303	288	5007	3178	396	356
222	0	10000	3019	2194	5032	3421	3592	0	308	313	5032	3236	420	360
223	0	10000	2883	2171	4961	3360	3548	0	296	310	4961	3167	388	335
224	0	10000	2975	2149	4982	3415	3579	0	314	296	4982	3164	372	315
225	0	10000	3012	2134	4910	3435	3532	0	299	314	4910	3224	402	314
226	0	10000	2981	2156	4929	3443	3518	0	296	327	4929	3149	399	302
227	0	10000	2985	2143	4944	3427	3587	0	303	290	4944	3197	377	337
228	0	10000	2955	2139	4994	3349	3576	0	297	296	4994	3239	380	341
229	0	10000	2959	2104	4935	3488	3515	0	272	286	4935	3175	387	281
230	0	10000	2950	2113	4969	3430	3583	0	297	290	4969	3152	386	330
231	0	10000	2963	2141	4917	3455	3525	1	288	293	4917	3178	440	325
232	0	10000	3041	2211	5009	3395	3593	0	309	326	5009	3167	403	342
233	0	10000	2993	2110	4952	3452	3564	0	262	296	4952	3139	381	318
234	0	10000	3007	2190	5012	3376	3556	0	253	290	5012	3219	404	346
235	0	10000	2935	2074	4945	3410	3573	0	267	279	4945	3090	362	319
236	0	10000	2983	2175	4914	3469	3483	0	279	322	4914	3186	402	322
237	0	10000	2823	2111	4879	3451	3538	0	294	286	4879	3130	386	318
238	0	10000	3041	2237	4986	3398	3554	0	344	317	4986	3228	384	341
239	0	10000	2875	2147	4991	3357	3596	0	268	307	4991	3092	385	337
240	0	10000	2960	2079	4934	3425	3579	0	302	294	4934	3142	372	313
241	0	10000	2967	2167	4996	3445	3593	0	305	299	4996	3209	386	338
242	0	10000	2962	2203	5001	3425	3567	0	287	324	5001	3215	420	360
243	0	10000	2998	2120	4941	3444	3559	1	289	293	4941	3151	375	312
244	0	10000	2980	2149	4924	3412	3540	0	270	323	4924	3162	435	308
245	0	10000	2964	2122	5032	3390	3657	0	287	289	5032	3167	377	283
246	0	10000	2938	2079	4895	3456	3550	0	272	291	4895	3124	367	346
247	0	10000	2918	2140	5042	3330	3657	0	292	308	5042	3087	381	307
248	0	10000	2961	2198	5058	3367	3604	0	277	299	5058	3182	402	314
249	0	10000	2986	2079	4955	3502	3585	0	275	287	4955	3227	382	317
250	0	10000	2913	2134	4911	3445	3534	0	312	311	4911	3124	402	328
251	0	10000	2953	2163	4947	3439	3559	0	300	321	4947	3136	374	327
252	0	10000	2968	2152	4939	3476	3529	0	307	292	4939	3107	375	304
253	0	10000	2999	2133	4905	3467	3459	0	257	284	4905	3082	387	304
254	0	10000	2964	2163	4985	3415	3602	0	310	305	4985	3200	405	333
255	0	10000	2940	2068	4945	3432	3576	0	276	292	4945	3107	366	306
256	0	10000	2946	2142	4973	3416	3579	0	267	321	4973	3129	403	306
257	0	10000	3035	2258	4960	3410	3467	0	279	304	4960	3226	410	355
258	0	10000	2999	2120	4918	3479	3493	0	285	271	4918	3168	406	330
259	0	10000	3049	2225	5029	3398	3596	0	298	335	5029	3207	396	345
260	0	10000	2971	2126	4863	3532	3456	0	266	277	4863	3189	388	338
261	0	10000	3041	2186	4955	3438	3523	0	280	333	4955	3222	394	346
262	0	10000	3037	2219	4911	3494	3476	0	305	328	4911	3167	412	325
263	0	10000	2967	2135	4954	3435	3563	0	275	309	4954	3173	367	312
264	0	10000	3020	2170	4972	3451	3570	0	303	310	4972	3200	365	333
265	0	10000	2905	2148	4953	3397	3584	0	298	321	4953	3131	384	343
266	0	10000	2956	2151	4923	3482	3506	0	281	309	4923	3209	397	317
267	0	10000	3011	2192	4992	3481	3493	0	262	285	4992	3168	413	338
268	0	10000	3050	2213	4999	3412	3528	0	283	298	4999	3263	413	315
269	0	10000	2924	2108	4927	3452	3591	0	301	303	4927	3138	410	320
270	0	10000	2966	2120	4939	3487	3601	0	330	307	4939	3178	361	350
271	0	10000	3007	2167	4952	3441	3511	0	289	303	4952	3203	403	331
272	0	10000	2929	2110	4884	3476	3517	0	295	303	4884	3115	400	317
273	0	10000	3056	2205	5013	3453	3612	0	314	326	5013	3211	380	328
274	0	10000	2995	2144	4994	3435	3644	0	299	311	4994	3141	361	337
275	0	10000	2913	2174	4967	3370	3545	0	301	305	4967	3129	415	303
276	0	10000	2969	2136	4922	3511	3515	0	287	281	4922	3188	405	320
277	0	10000	2971	2194	5013	3392	3592	0	316	306	5013	3224	394	351
278	0	10000	2944	2168	4997	3404	3582	0	307	321	4997	3150	386	302
279	0	10000	2993	2154	4903	3485	3500	0	299	302	4903	3167	381	311
280	0	10000	2946	2149	4926	3446	3501	0	300	307	4926	3175	394	315
281	0	10000	2953	2180	4955	3427	3540	0	313	292	4955	3161	383	335
282	0	10000	2940	2122	4973	3429	3589	0	294	283	4973	3143	392	289
283	0	10000	2951	2239	4971	3428	3513	0	309	337	4971	3229	392	324
284	0	10000	2965	2236	5018	3397	3539	0	290	287	5018	3191	412	320
285	0	10000	3008	2167	4907	3461	3445	0	273	280	4907	3247	391	333
286	0	10000	2986	2122	4884	3501	3496	0	267	320	4884	3170	401	316
287	0	10000	2921	2147	4890	3479	3472	0	279	298	4890	3187	358	315
288	0	10000	2940	2198	4976	3439	3528	0	262	307	4976	3162	399	369
289	0	10000	3029	2203	4980	3479	3528	0	277	280	4980	3153	400	349
290	0	10000	2936	2175	4955	3438	3566	0	298	342	4955	3245	399	366
291	0	10000	2920	2203	5008	3360	3573	0	280	317	5008	3097	376	333
292	0	10000	2906	2158	4968	3416	3561	0	289	319	4968	3138	368	302
293	0	10000	2983	2171	5054	3390	3638	0	286	310	5054	3144	387	344
294	0	10000	2974	2172	5061	3354	3608	0	278	317	5061	3076	379	329
295	0	10000	3021	2167	4964	3423	3552	0	282	306	4964	3219	386	321
296	0	10000	2976	2210	5030	3381	3624	0	330	319	5030	3192	380	348
297	0	10000	3019	2187	5034	3383	3606	0	322	304	5034	3172	389	327
298	0	10000	3020	2162	4914	3468	3497	0	291	312	4914	3237	379	329
299	0	10000	3022	2111	4929	3465	3572	0	288	313	4929	3170	383	321
300	0	10000	2988	2154	4839	3493	3411	0	282	291	4839	3161	400	309
301	0	10000	2959	2147	4942	3466	3509	0	290	269	4942	3207	365	324
302	0	10000	2903	2084	4953	3499	3573	0	273	286	4953	3138	358	354
303	0	10000	3018	2221	5004	3447	3524	0	289	291	5004	3328	410	320
304	0	10000	2920	2143	4925	3444	3488	0	273	279	4925	3177	386	335
305	0	10000	2964	2239	5058	3363	3548	0	271	295	5058	3218	397	351
306	0	10000	3011	2168	4947	3471	3560	0	316	303	4947	3193	377	349
307	0	10000	2995	2168	5004	3454	3595	0	293	329	5004	3195	402	366
308	0	10000	2989	2147	4914	3496	3497	0	263	301	4914	3166	407	341
309	0	10000	2913	2142	4896	3394	3486	0	292	305	4896	3163	367	302
310	0	10000	3026	2232	4993	3353	3520	0	290	328	4993	3223	415	348
311	0	10000	3014	2188	4963	3447	3547	0	322	313	4963	3173	405	335
312	0	10000	2940	2195	5066	3351	3639	0	294	296	5066	3124	375	325
313	0	10000	2917	2179	4947	3403	3534	0	298	305	4947	3168	410	329
314	0	10000	2888	2074	4888	3479	3568	0	280	321	4888	3179	379	347
315	0	10000	3038	2162	4909	3485	3495	0	295	298	4909	3166	409	336
316	0	10000	2927	2147	4973	3429	3556	0	308	306	4973	3187	375	327
317	0	10000	3002	2133	4934	3456	3526	0	273	301	4934	3164	393	302
318	0	10000	2981	2132	4951	3485	3581	0	305	300	4951	3162	373	319
319	0	10000	2957	2196	4955	3441	3512	0	298	304	4955	3178	390	322
320	0	10000	2955	2102	4956	3416	3561	0	260	284	4956	3154	366	305
321	0	10000	2929	2130	4936	3429	3537	0	294	301	4936	3162	373	310
322	0	10000	3015	2145	4936	3456	3524	0	267	309	4936	3175	376	309
323	0	10000	2976	2163	4909	3473	3487	0	296	316	4909	3179	370	345
324	0	10000	2980	2166	4939	3462	3531	0	300	315	4939	3174	365	326
325	0	10000	3013	2175	4994	3409	3566	0	270	318	4994	3151	398	335
326	0	10000	2962	2196	5014	3382	3607	0	300	332	5014	3150	395	350
327	0	10000	2962	2139	5000	3397	3596	0	281	324	5000	3174	394	356
328	0	10000	3050	2240	4994	3470	3560	0	310	321	4994	3232	390	361
329	0	10000	3018	2221	5068	3380	3598	0	284	318	5068	3208	385	356
330	0	10000	2938	2170	4914	3470	3476	0	302	300	4914	3172	391	358
331	0	10000	2940	2077	4909	3508	3576	0	286	324	4909	3038	375	302
332	0	10000	2974	2143	4946	3441	3518	0	284	295	4946	3145	394	336
333	0	10000	2993	2130	4864	3479	3490	0	303	300	4864	3081	373	316
334	0	10000	2966	2146	4961	3445	3563	0	275	308	4961	3140	377	307
335	0	10000	2997	2252	4963	3460	3481	0	288	335	4963	3217	397	334
336	0	10000	2964	2144	5077	3331	3676	0	284	302	5077	3076	403	320
337	0	10000	2932	2155	4974	3412	3556	0	280	281	4974	3196	395	344
338	0	10000	2988	2202	4974	3487	3520	0	284	304	4974	3209	369	347
339	0	10000	2958	2147	4973	3396	3558	0	287	328	4973	3085	418	311
340	0	10000	2974	2153	4970	3476	3592	0	330	326	4970	3143	362	347
341	0	10000	2984	2118	4898	3478	3502	0	304	318	4898	3171	375	291
342	0	10000	3016	2193	4941	3399	3523	0	306	315	4941	3058	390	342
343	0	10000	2949	2184	5018	3392	3571	0	295	293	5018	3201	390	322
344	0	10000	2956	2105	4954	3441	3617	0	297	311	4954	3094	349	322
345	0	10000	2994	2109	5007	3364	3635	0	285	319	5007	3103	359	322
346	0	10000	2933	2146	4930	3449	3516	0	276	278	4930	3156	393	312
347	0	10000	2975	2110	4878	3454	3469	0	263	307	4878	3147	374	351
348	0	10000	2993	2201	5005	3477	3554	0	277	296	5005	3227	373	354
349	0	10000	3000	2164	4938	3424	3521	0	275	323	4938	3097	372	329
350	0	10000	2977	2172	4946	3467	3532	0	297	290	4946	3237	383	362
351	0	10000	2963	2111	4943	3483	3529	0	268	313	4943	3119	409	320
352	0	10000	2916	2175	4966	3335	3569	0	294	333	4966	3130	379	331
353	0	10000	2960	2152	4873	3439	3471	0	296	297	4873	3126	400	332
354	0	10000	2991	2148	5016	3410	3611	0	265	302	5016	3202	382	346
355	0	10000	2905	2167	4975	3443	3571	0	304	320	4975	3243	361	338
356	0	10000	2903	2152	5035	3363	3639	0	312	290	5035	3133	369	340
357	0	10000	2928	2117	4939	3485	3551	0	302	306	4939	3217	377	331
358	0	10000	3020	2170	4919	3422	3524	0	304	319	4919	3212	400	309
359	0	10000	3008	2189	4956	3460	3525	0	269	322	4956	3173	415	327
360	0	10000	2986	2175	5011	3450	3572	0	292	287	5011	3162	431	328
361	0	10000	2960	2141	4884	3527	3487	0	307	303	4884	3195	402	292
362	0	10000	2962	2168	4945	3429	3487	0	268	291	4945	3135	387	343
