Iteration	Cds	Chromosome	Downstream	Exon	Gene	Intergenic	Intron	RareAminoAcid	SpliceSiteAcceptor	SpliceSiteDonor	Transcript	Upstream	Utr3prime	Utr5prime
22	0	100000	29654	21492	49429	34393	35353	0	2872	3036	49429	31662	3827	3299
23	0	100000	29605	21439	49500	34483	35560	0	2958	2973	49500	31848	3793	3265
24	0	100000	29689	21697	49950	34141	35803	0	2870	3082	49950	31790	3773	3377
25	0	100000	29673	21695	49664	34356	35575	0	2911	3049	49664	31759	3830	3384
26	0	100000	29701	21597	49827	34214	35648	0	2924	3068	49827	31628	3869	3280
27	0	100000	29852	21897	49656	34332	35420	0	3032	3072	49656	32008	3858	3425
28	0	100000	29868	21678	49837	34252	35641	0	2936	3031	49837	31991	3929	3360
29	0	100000	29584	21546	49608	34227	35523	1	2891	3039	49608	31554	3918	3287
30	0	100000	29648	21420	49438	34322	35472	0	2817	3066	49438	31399	3887	3200
31	0	100000	29873	21574	49702	34300	35625	1	2889	3011	49702	31923	3871	3353
32	0	100000	29777	21583	49790	34435	35775	0	2953	3132	49790	31661	3861	3354
33	0	100000	29805	21682	49523	34297	35370	0	2901	3130	49523	31626	3890	3429
34	0	100000	29838	21519	49756	34288	35698	1	2868	3064	49756	31817	3902	3293
35	0	100000	29853	21677	49910	34209	35829	0	2974	3040	49910	31754	3840	3318
36	0	100000	29984	21790	49919	33995	35789	0	2998	3064	49919	31913	4044	3324
37	0	100000	29897	21497	49630	34339	35476	0	2885	2982	49630	31532	3829	3233
38	0	100000	29788	21647	49614	34411	35506	0	2920	3106	49614	31838	3859	3369
39	0	100000	29590	21672	49923	33985	35714	1	2850	3126	49923	31678	3985	3329
40	0	100000	29775	21646	49590	34176	35421	0	2858	3051	49590	31813	3806	3368
41	0	100000	29760	21646	49743	34425	35710	0	2993	3134	49743	31931	3800	3359
42	0	100000	29754	21701	49458	34593	35211	0	2853	3060	49458	31754	3785	3350
43	0	100000	29634	21486	49648	34387	35610	0	2881	3026	49648	31508	3969	3287
44	0	100000	29766	21433	49701	34553	35717	0	2961	3005	49701	31745	3948	3347
45	0	100000	29748	21672	49940	34130	35774	1	2888	3068	49940	31642	3797	3292
46	0	100000	29778	21745	49703	34273	35599	1	2903	3125	49703	31630	3844	3402
47	0	100000	29644	21724	49607	34187	35372	1	2949	2981	49607	31701	3802	3270
48	0	100000	29808	21518	49572	34203	35400	0	2893	2994	49572	31730	3759	3330
49	0	100000	29653	21307	49416	34351	35626	0	2903	3068	49416	31736	3911	3311
50	0	100000	29739	21658	49647	34482	35467	1	2938	3035	49647	31809	3876	3328
51	0	100000	29746	21449	49727	34304	35741	0	2915	3041	49727	31710	3757	3269
52	0	100000	29694	21588	49443	34478	35443	0	2956	3038	49443	31608	3941	3289
53	0	100000	29553	21450	49546	34279	35713	0	2991	3030	49546	31562	3871	3337
54	0	100000	29526	21515	49577	34383	35627	0	2908	3096	49577	31509	3873	3263
55	0	100000	29512	21530	49771	34356	35767	0	2887	3021	49771	31682	3942	3255
56	0	100000	30042	21720	49770	34387	35490	0	2863	3044	49770	31909	3876	3399
57	0	100000	29666	21527	49806	33982	35699	0	2923	3028	49806	31603	3947	3214
58	0	100000	29912	21652	49780	34404	35635	0	2854	3163	49780	31915	3865	3254
59	0	100000	29738	21573	49795	34151	35705	0	2940	3069	49795	31608	3908	3197
60	0	100000	29474	21629	49523	34231	35503	0	2925	3092	49523	31586	3904	3388
61	0	100000	29694	21425	49348	34489	35322	0	2823	3048	49348	31407	3863	3268
62	0	100000	29618	21444	49432	34376	35458	0	2950	3007	49432	31477	3884	3315
63	0	100000	29642	21367	49271	34590	35327	0	2884	3001	49271	31469	3850	3390
64	0	100000	29729	21682	49961	34257	35898	0	2952	3120	49961	31796	3883	3282
65	0	100000	29641	21348	49546	34409	35554	0	2806	2981	49546	31702	3860	3323
66	0	100000	29967	21751	49788	34160	35566	0	2961	2989	49788	31732	4068	3325
67	0	100000	29828	21671	49603	34415	35472	0	2928	3139	49603	31852	3820	3425
68	0	100000	29668	21657	49735	34229	35502	0	2853	3012	49735	31686	3972	3326
69	0	100000	29770	21741	49903	34139	35708	1	3007	3041	49903	31749	4020	3399
70	0	100000	29633	21572	49658	34231	35601	0	2961	3060	49658	31687	3898	3304
71	0	100000	29731	21594	49594	34392	35589	0	3022	3071	49594	31688	3858	3268
72	0	100000	29747	21767	49990	34187	35776	1	2974	3084	49990	31786	3842	3366
73	0	100000	29695	21626	49565	34269	35468	0	2854	3008	49565	31574	3964	3339
74	0	100000	29837	21515	49622	34330	35528	0	2892	3038	49622	31698	3773	3274
75	0	100000	29687	21471	49568	34413	35500	0	2874	2998	49568	31788	3768	3281
76	0	100000	29408	21510	49693	34362	35806	0	2899	3064	49693	31538	3842	3300
77	0	100000	29826	21465	49589	34234	35527	0	2887	3010	49589	31746	3856	3343
78	0	100000	29578	21514	49546	34343	35513	0	2941	3048	49546	31603	3817	3324
79	0	100000	29822	21559	49576	34404	35440	1	2926	2965	49576	31457	3930	3324
80	0	100000	29696	21474	49574	34288	35499	1	2805	3012	49574	31601	3862	3261
81	0	100000	29833	21515	49756	34226	35619	0	2919	3011	49756	31872	3811	3347
82	0	100000	29682	21421	49405	34505	35414	0	2936	3051	49405	31548	3790	3318
83	0	100000	29741	21529	49224	34479	35218	0	2880	3067	49224	31484	3840	3341
84	0	100000	29367	21266	49372	34572	35474	0	2841	2951	49372	31655	3818	3328
85	0	100000	29529	21559	49647	34205	35551	1	2900	3008	49647	31634	3853	3323
86	0	100000	29523	21480	49720	34252	35819	0	2884	3064	49720	31581	3878	3264
87	0	100000	29868	21448	49376	34477	35320	0	2887	2999	49376	31675	3882	3241
88	0	100000	29572	21444	49412	34560	35337	0	2860	2913	49412	31808	3911	3313
89	0	100000	29971	21700	49609	34512	35331	0	2864	2988	49609	31712	3976	3247
90	0	100000	29620	21457	49528	34446	35523	0	2912	3018	49528	31625	3894	3332
91	0	100000	30089	21835	49775	34297	35585	3	2996	3127	49775	31877	3864	3294
92	0	100000	29938	21541	49578	34435	35470	0	2872	3066	49578	31887	3982	3306
93	0	100000	29402	21311	49378	34431	35440	0	2868	3041	49378	31474	3956	3234
94	0	100000	29591	21508	49743	34199	35706	0	2979	3061	49743	31893	3800	3236
95	0	100000	29833	21616	49737	34306	35742	0	2946	3069	49737	31880	3800	3380
96	0	100000	29753	21402	49844	34315	35895	0	2908	2999	49844	31785	3876	3301
97	0	100000	29627	21502	49445	34344	35456	1	2964	3066	49445	31815	3880	3252
98	0	100000	29959	21424	49448	34533	35406	0	2852	3025	49448	31631	3806	3278
99	0	100000	29845	21722	49647	34462	35462	0	2992	3116	49647	31872	3880	3276
100	0	100000	29560	21609	49796	33933	35783	0	2991	2995	49796	31693	3834	3346
101	0	100000	29855	21645	49704	34260	35548	0	3038	3015	49704	31812	3887	3291
102	0	100000	29676	21764	49896	34220	35717	0	2950	3159	49896	31849	3890	3333
103	0	100000	29666	21596	49580	34270	35484	0	2896	2960	49580	31659	3907	3289
104	0	100000	29699	21441	49730	34131	35781	0	2850	3046	49730	31370	3819	3395
105	0	100000	29677	21622	49592	34226	35490	1	2959	3011	49592	31776	3905	3331
106	0	100000	29532	21451	49554	34431	35611	0	2965	3026	49554	31658	3896	3274
107	0	100000	29798	21497	49658	34394	35680	0	2929	3043	49658	31796	3929	3273
108	0	100000	29787	21489	49721	34355	35634	1	2895	3027	49721	31763	3850	3298
109	0	100000	29795	21672	49483	34468	35371	0	2971	2988	49483	31704	3890	3340
110	0	100000	29863	21592	49570	34373	35586	0	2995	3131	49570	31652	3866	3282
111	0	100000	29547	21675	49636	34172	35519	1	2887	3141	49636	31753	3856	3387
112	0	100000	29882	21545	49835	34260	35732	0	2959	2970	49835	31675	3944	3212
113	0	100000	29786	21440	49669	34651	35619	1	2900	3030	49669	31715	3873	3412
114	0	100000	29777	21489	49562	34398	35462	1	2876	3026	49562	31641	3852	3300
115	0	100000	29582	21411	49682	34319	35739	0	2974	3066	49682	31713	3779	3310
116	0	100000	29528	21461	49485	34195	35505	0	2915	2998	49485	31574	3803	3239
117	0	100000	29543	21549	49461	34485	35401	0	2920	2962	49461	31623	3842	3344
118	0	100000	29702	21508	49363	34481	35365	0	2976	3123	49363	31758	3860	3306
119	0	100000	29653	21541	49583	34380	35490	0	2878	3009	49583	31778	3677	3338
120	0	100000	29870	21635	49748	34320	35655	0	2939	3085	49748	31946	3907	3331
121	0	100000	29639	21498	49529	34367	35492	0	2920	3049	49529	31593	3868	3343
122	0	100000	29989	21763	49623	34565	35242	0	2901	2927	49623	32032	3970	3324
123	0	100000	29881	21678	49779	34341	35514	0	2851	3006	49779	31763	3893	3401
124	0	100000	29760	21470	49570	34360	35537	0	2932	2930	49570	31547	3802	3330
125	0	100000	29791	21710	49728	34289	35511	0	2837	3144	49728	31587	4007	3182
126	0	100000	29604	21529	49423	34533	35310	2	2932	3074	49423	31787	3783	3330
127	0	100000	29669	21593	49548	34425	35565	0	2983	3063	49548	31852	3856	3347
128	0	100000	29538	21512	49625	34185	35650	0	2878	3061	49625	31750	3827	3269
129	0	100000	29678	21387	49352	34565	35409	0	2882	3036	49352	31544	3759	3260
130	0	100000	29790	21549	49915	34003	35899	0	3014	3087	49915	31792	3918	3277
131	0	100000	29727	21629	49519	34469	35377	0	2823	3033	49519	31533	3909	3389
132	0	100000	29640	21532	49678	34447	35566	0	2890	3067	49678	31862	3921	3264
133	0	100000	29645	21411	49591	34459	35745	1	2983	2984	49591	31870	3850	3312
134	0	100000	29822	21716	49657	34241	35562	0	2978	3161	49657	31522	3992	3368
135	0	100000	29611	21594	49626	34430	35634	0	2967	3013	49626	31609	3956	3268
136	0	100000	29675	21565	49524	34230	35449	0	2931	3033	49524	31578	3851	3301
137	0	100000	29854	21687	49755	34373	35632	0	2989	3122	49755	31925	3847	3399
138	0	100000	29771	21720	49997	33961	35784	0	2892	3019	49997	31707	3917	3454
139	0	100000	29593	21382	49667	34283	35630	1	2800	3008	49667	31607	3876	3292
140	0	100000	29738	21306	49612	34239	35715	0	2834	2988	49612	31756	3805	3250
141	0	100000	29670	21598	49730	34235	35695	0	3034	3109	49730	31762	3932	3340
142	0	100000	29673	21448	49453	34566	35536	0	2933	3069	49453	31707	3707	3290
143	0	100000	29589	21616	49648	34069	35548	0	2855	3051	49648	31636	3871	3411
144	0	100000	29745	21785	49917	34198	35657	0	2970	3048	49917	31645	3908	3362
145	0	100000	29750	21568	49646	34360	35572	0	2906	3098	49646	31697	3867	3319
146	0	100000	29602	21394	49513	34493	35424	1	2893	2969	49513	31635	3922	3351
147	0	100000	29608	21439	49380	34381	35333	0	2914	2998	49380	31660	3847	3350
148	0	100000	29680	21507	49602	34440	35530	0	2968	3041	49602	32008	3738	3244
149	0	100000	29592	21393	49456	34396	35547	0	2914	3041	49456	31572	3777	3159
150	0	100000	29534	21374	49470	34375	35376	0	2903	2974	49470	31407	3840	3188
151	0	100000	29767	21591	49759	34221	35690	0	2806	3041	49759	31766	3888	3336
152	0	100000	29685	21367	49527	34171	35538	0	2835	3037	49527	31332	3678	3309
153	0	100000	29747	21476	49521	34431	35538	1	2958	3081	49521	31640	3799	3326
154	0	100000	29536	21470	49338	34525	35271	0	2853	2970	49338	31808	3890	3319
155	0	100000	29546	21499	49620	34310	35556	0	2859	3014	49620	31592	3864	3322
156	0	100000	30000	21794	49807	34326	35676	0	3015	3035	49807	31795	3980	3364
157	0	100000	29629	21375	49562	34392	35560	1	2803	3077	49562	31702	3890	3239
158	0	100000	29673	21521	49746	34267	35723	2	3007	3038	49746	31800	3835	3271
159	0	100000	29778	21693	49455	34344	35402	0	2963	3111	49455	31549	4033	3339
160	0	100000	29630	21344	49558	34342	35624	0	2867	3031	49558	31650	3805	3205
161	0	100000	29913	21786	49839	34315	35669	1	3036	3094	49839	31738	3883	3409
162	0	100000	29715	21342	49483	34615	35523	0	2887	3034	49483	31622	3896	3223
163	0	100000	29463	21349	49723	34194	35775	0	2854	3007	49723	31559	3900	3355
164	0	100000	29420	21563	49558	34577	35477	0	2897	3080	49558	31740	3855	3342
165	0	100000	29972	21533	49612	34343	35512	1	2906	3027	49612	31825	3941	3340
166	0	100000	29814	21815	49972	34110	35688	0	3005	3080	49972	31822	3942	3242
167	0	100000	29701	21669	49624	34247	35255	1	2811	3036	49624	31787	3869	3357
168	0	100000	29408	21437	49729	34345	35729	0	2905	3014	49729	31485	3865	3326
169	0	100000	29557	21577	49369	34606	35354	0	3003	3057	49369	31765	3892	3372
170	0	100000	29692	21428	49847	34173	35853	0	2911	3099	49847	31974	3798	3376
171	0	100000	29687	21654	49762	34172	35741	0	2954	3142	49762	31487	3900	3284
172	0	100000	29877	21588	49458	34513	35426	0	2956	3038	49458	31770	3880	3231
173	0	100000	29869	21587	49686	34284	35504	0	2958	3001	49686	31723	3850	3293
174	0	100000	29719	21505	49769	34368	35799	0	2874	3019	49769	31416	3833	3378
175	0	100000	29610	21585	49882	33969	35778	0	2992	3002	49882	31474	3772	3348
176	0	100000	29483	21436	49428	34637	35575	0	2945	3079	49428	31653	3862	3307
177	0	100000	29851	21745	49857	34184	35618	0	2917	3079	49857	31702	3918	3425
178	0	100000	29359	21433	49653	34332	35640	0	2842	3024	49653	31644	3751	3278
179	0	100000	29650	21679	50048	34139	35906	1	2985	3031	50048	31634	3840	3340
180	0	100000	29743	21812	49852	34013	35668	1	2975	3125	49852	31835	3888	3380
181	0	100000	29862	21460	49481	34534	35357	0	2913	3021	49481	31791	3869	3217
182	0	100000	29711	21617	49592	34363	35450	0	2896	3036	49592	31589	3769	3387
183	0	100000	29726	21514	49617	34411	35545	0	2866	3023	49617	31795	3848	3263
184	0	100000	29703	21706	49736	34146	35622	0	3013	3059	49736	31846	3916	3291
185	0	100000	29632	21685	49822	34161	35693	0	2968	3057	49822	31635	3891	3351
186	0	100000	30011	21642	49656	34509	35557	1	2986	3155	49656	31797	3848	3309
187	0	100000	29459	21524	49684	34162	35666	0	2900	3052	49684	31430	3851	3386
188	0	100000	29884	21687	49496	34458	35382	0	2861	3019	49496	31537	3868	3366
189	0	100000	29468	21575	49518	34368	35486	0	2873	3059	49518	31493	3835	3335
190	0	100000	29639	21765	49737	34213	35505	0	2957	2990	49737	31450	3971	3337
191	0	100000	29606	21426	49725	34293	35829	0	2968	3044	49725	31585	3732	3298
192	0	100000	30019	21627	49647	34307	35549	0	2936	3101	49647	31863	3874	3305
193	0	100000	29593	21381	49435	34480	35512	0	2882	3068	49435	31563	3837	3304
194	0	100000	29851	21455	49533	34533	35412	0	2830	2940	49533	31778	3916	3310
195	0	100000	29605	21305	49502	34333	35643	3	2868	2973	49502	31636	3810	3244
196	0	100000	29686	21406	49376	34369	35439	0	2868	3044	49376	31610	3726	3360
197	0	100000	29514	21603	49580	34328	35552	0	2990	3081	49580	31549	3936	3272
198	0	100000	29625	21488	49457	34566	35492	0	2918	3060	49457	31597	3844	3299
199	0	100000	29781	21401	49451	34483	35453	0	2862	3003	49451	31692	3842	3337
200	0	100000	29864	21581	49689	34419	35615	0	2940	3079	49689	31539	3863	3274
201	0	100000	29442	21482	49431	34411	35325	0	2806	3013	49431	31689	3921	3272
202	0	100000	29614	21449	49631	34297	35582	0	2960	2957	49631	31650	3928	3253
203	0	100000	29658	21408	49646	34382	35810	0	2995	3121	49646	31595	3793	3284
204	0	100000	29678	21555	49700	34328	35602	0	2881	3073	49700	31445	3850	3339
205	0	100000	29780	21410	49529	34267	35542	0	2839	3059	49529	31503	3851	3256
206	0	100000	29696	21545	49401	34528	35436	0	2954	3056	49401	31517	3825	3358
207	0	100000	29853	21421	49657	34450	35676	0	2877	3048	49657	31721	3817	3380
208	0	100000	29595	21515	49694	34316	35683	0	2899	3071	49694	31755	3827	3346
209	0	100000	29830	21693	49755	34337	35706	0	2934	3058	49755	31522	3830	3367
210	0	100000	29787	21625	49664	34342	35466	1	2892	3016	49664	31825	3940	3276
211	0	100000	29586	21480	49789	34116	35745	2	2925	2996	49789	31518	3869	3228
212	0	100000	29655	21317	49444	34600	35582	0	2858	3060	49444	31638	3812	3341
213	0	100000	29459	21689	49780	34070	35618	1	2901	3031	49780	31556	3857	3319
214	0	100000	29589	21602	49555	34433	35296	0	2883	2972	49555	31616	3774	3190
215	0	100000	29715	21584	49446	34440	35317	0	2838	3069	49446	31613	3809	3306
216	0	100000	29626	21536	49715	34154	35657	0	2884	3082	49715	31484	3767	3391
217	0	100000	29411	21349	49488	34345	35447	0	2784	2980	49488	31555	3856	3296
218	0	100000	29889	21600	49744	34292	35610	0	2981	3015	49744	31873	3921	3262
219	0	100000	29491	21411	49445	34503	35391	0	2852	3019	49445	31563	3852	3333
220	0	100000	29545	21473	49698	34259	35675	0	2940	2975	49698	31709	3869	3379
221	0	100000	29897	21749	49641	34383	35456	0	2925	3117	49641	31709	3849	3341
222	0	100000	29666	21601	49706	34490	35592	0	2849	2965	49706	31772	3908	3415
223	0	100000	29512	21762	49818	34105	35573	0	2954	3098	49818	31664	3871	3330
224	0	100000	29857	21516	49733	34275	35681	0	2953	3087	49733	31882	3925	3292
225	0	100000	29644	21689	49478	34615	35346	0	2951	3078	49478	31690	3734	3410
226	0	100000	29770	21654	49650	34396	35624	0	2997	3082	49650	31877	3888	3356
227	0	100000	29941	21559	49485	34334	35444	1	2908	3012	49485	31672	4032	3277
228	0	100000	29636	21527	49500	34457	35504	0	2974	3087	49500	31646	3878	3388
229	0	100000	29716	21649	49693	34403	35548	0	2905	3145	49693	31922	3863	3299
230	0	100000	29793	21494	49800	34216	35743	0	2930	2953	49800	31779	3918	3318
231	0	100000	29783	21651	49656	33975	35459	0	2919	3030	49656	31594	3898	3234
232	0	100000	29465	21562	49617	34257	35487	0	2955	3009	49617	31626	3780	3346
233	0	100000	29938	21630	49819	34074	35597	0	2813	3013	49819	31685	3893	3293
234	0	100000	29598	21423	49596	34325	35579	0	2876	2980	49596	31315	3836	3196
235	0	100000	29951	21696	49484	34443	35280	0	2954	3071	49484	31999	3857	3320
236	0	100000	29448	21442	49653	34428	35581	0	2810	2962	49653	31517	3824	3349
237	0	100000	29587	21612	49530	34307	35355	0	2861	3054	49530	31408	3929	3387
238	0	100000	29568	21392	49262	34616	35231	0	2872	3009	49262	31730	3960	3274
239	0	100000	29640	21355	49527	34480	35715	0	2933	3072	49527	31438	3773	3327
240	0	100000	29536	21447	49447	34379	35391	0	2806	2973	49447	31513	3958	3328
241	0	100000	29356	21517	49708	34206	35538	1	2899	2925	49708	31575	3825	3283
242	0	100000	29569	21668	49773	34239	35687	0	2976	3103	49773	31854	3851	3328
243	0	100000	29724	21505	49511	34134	35485	1	2843	3049	49511	31517	3817	3207
244	0	100000	29612	21633	49655	34237	35430	0	2789	2956	49655	31336	3913	3340
245	0	100000	29979	21451	49560	34532	35646	1	2941	3052	49560	31751	3844	3355
246	0	100000	29602	21408	49520	34460	35576	0	2942	3058	49520	31643	3868	3254
247	0	100000	29850	21443	49617	34127	35713	0	2978	3034	49617	31598	3832	3210
248	0	100000	29791	21497	49528	34298	35562	0	2958	3015	49528	31552	3813	3260
249	0	100000	29462	21279	49289	34516	35361	0	2810	3037	49289	31520	3791	3273
250	0	100000	29565	21492	49572	34311	35571	0	2986	3000	49572	31430	3894	3279
251	0	100000	29729	21586	49674	34528	35773	0	3048	3045	49674	31936	3871	3325
252	0	100000	29758	21573	49628	34030	35502	1	2923	3053	49628	31690	3975	3318
253	0	100000	29790	21543	49657	34187	35610	0	2886	3073	49657	31775	3917	3229
254	0	100000	29836	21508	49672	34500	35640	0	2919	3065	49672	32053	3770	3328
255	0	100000	29442	21461	49792	34085	35854	0	2872	3116	49792	31455	3785	3236
256	0	100000	29709	21410	49296	34398	35309	0	2846	3019	49296	31449	3918	3282
257	0	100000	29588	21226	49290	34476	35327	0	2897	2943	49290	31699	3867	3199
258	0	100000	29570	21528	49361	34519	35440	0	2903	3138	49361	31895	3838	3388
259	0	100000	29894	21755	49639	34456	35385	1	2852	3096	49639	31871	3852	3340
260	0	100000	29660	21679	49738	34203	35556	0	2940	3008	49738	31728	3891	3323
261	0	100000	29485	21537	49556	34505	35555	0	2972	3070	49556	31868	3869	3379
262	0	100000	29722	21696	49671	34329	35408	3	2920	2985	49671	31834	3921	3290
263	0	100000	29611	21550	49933	34119	35922	0	2915	3110	49933	31750	3894	3441
264	0	100000	29802	21625	49847	34308	35599	0	2872	2994	49847	31651	3868	3355
265	0	100000	29632	21770	49694	34266	35633	0	2994	3102	49694	31850	3918	3369
266	0	100000	29795	21532	49670	34463	35539	0	2884	2896	49670	31855	3901	3249
267	0	100000	29694	21344	49667	34210	35673	0	2843	3049	49667	31638	3826	3207
268	0	100000	29284	21463	49490	34374	35532	1	2940	2965	49490	31455	3882	3276
269	0	100000	29552	21482	49590	34288	35467	0	2802	3019	49590	31920	3838	3383
270	0	100000	29864	21410	49643	34433	35716	0	2952	3005	49643	31628	3790	3229
271	0	100000	29557	21585	49679	34431	35559	0	3000	3035	49679	31501	3804	3241
272	0	100000	29576	21367	49460	34360	35564	1	2911	3100	49460	31413	3858	3294
273	0	100000	29755	21702	49917	34203	35780	1	2966	3015	49917	31520	3946	3360
274	0	100000	29459	21305	49641	34257	35623	0	2863	3082	49641	31607	3899	3296
275	0	100000	29757	21553	49681	34215	35583	0	2950	3057	49681	31605	3771	3375
276	0	100000	29629	21598	49630	34348	35438	0	2943	2953	49630	31730	3904	3294
277	0	100000	29677	21560	49741	34130	35617	0	2842	3030	49741	31766	3893	3351
278	0	100000	29507	21321	49439	34439	35540	1	2945	2985	49439	31626	3822	3246
279	0	100000	29834	21549	49572	34488	35526	2	2899	3050	49572	31722	3836	3304
280	0	100000	29619	21620	49484	34459	35469	0	2934	3123	49484	31538	3900	3334
281	0	100000	29654	21725	49661	34247	35473	0	2933	2990	49661	31525	3863	3322
282	0	100000	29646	21278	49751	34476	35901	1	2901	3054	49751	31526	3826	3193
283	0	100000	29890	21511	49517	34478	35528	0	2977	3029	49517	31699	3882	3346
284	0	100000	29700	21468	49534	34491	35427	0	2853	3044	49534	31611	3860	3392
285	0	100000	29739	21395	49758	34378	35811	0	2856	2970	49758	31655	3896	3257
286	0	100000	29629	21410	49402	34484	35478	0	2899	3030	49402	31480	3956	3325
287	0	100000	29740	21500	49710	34249	35756	0	2992	3106	49710	31769	3808	3443
288	0	100000	29938	21484	49888	33947	35820	0	2914	3003	49888	31729	3804	3384
289	0	100000	29626	21471	49614	34322	35707	1	2910	3088	49614	31503	3819	3296
290	0	100000	29391	21480	49582	34169	35504	0	2879	2933	49582	31496	3852	3261
291	0	100000	29929	21452	49378	34541	35405	0	2890	2985	49378	31825	3937	3328
292	0	100000	29708	21742	49585	34331	35406	0	2881	3051	49585	31934	3908	3391
293	0	100000	29769	21722	49937	34134	35794	0	2990	3120	49937	31614	3965	3273
294	0	100000	29668	21463	49597	34228	35559	0	2840	3061	49597	31516	3936	3296
295	0	100000	29651	21481	49684	34370	35652	0	2862	3046	49684	31599	3844	3329
296	0	100000	29683	21554	49579	34204	35531	0	2875	3105	49579	31453	3827	3342
297	0	100000	29725	21734	49914	34067	35686	0	2883	3060	49914	31649	3940	3404
298	0	100000	29342	21495	49350	34448	35345	0	2944	3026	49350	31745	3782	3258
299	0	100000	29868	21633	49831	34328	35790	0	2985	3067	49831	31649	3910	3328
300	0	100000	29635	21350	49628	34592	35693	0	2886	3050	49628	31625	3834	3323
301	0	100000	29704	21568	49638	34406	35528	0	2885	3010	49638	31815	3774	3357
302	0	100000	29574	21569	49707	34302	35756	0	2984	3023	49707	31649	3913	3348
303	0	100000	29589	21379	49704	34303	35772	0	2983	3012	49704	31481	3791	3302
304	0	100000	29837	21585	49598	34400	35361	1	2924	2995	49598	31599	3854	3272
305	0	100000	29598	21714	49574	34291	35342	2	2930	3054	49574	31714	3919	3294
306	0	100000	29655	21385	49481	34676	35475	0	2878	2985	49481	31615	3783	3327
307	0	100000	29650	21582	49706	34304	35753	0	3002	3102	49706	31700	3950	3369
308	0	100000	29453	21465	49523	34503	35497	0	2917	2964	49523	31622	3931	3276
309	0	100000	29522	21601	49583	34354	35570	0	2968	3029	49583	31716	3834	3336
310	0	100000	29717	21607	49720	34391	35754	0	3041	3115	49720	31995	3848	3354
311	0	100000	29859	21800	49659	34348	35516	0	2994	3079	49659	31609	3937	3456
312	0	100000	29550	21387	49635	34303	35664	0	2862	3039	49635	31650	3795	3305
313	0	100000	29657	21445	49324	34399	35412	0	2909	3151	49324	31674	3904	3310
314	0	100000	29715	21662	49724	34491	35562	0	2872	3021	49724	31628	3922	3443
315	0	100000	29806	21447	49456	34574	35538	1	2894	3059	49456	31822	3932	3247
316	0	100000	29724	21411	49624	34746	35606	0	2842	3017	49624	31887	3893	3367
317	0	100000	29737	21679	49775	34254	35557	0	2915	3019	49775	31795	3902	3376
318	0	100000	29829	21763	49718	34409	35460	1	2939	3067	49718	31887	3822	3293
319	0	100000	29763	21681	49647	34190	35537	0	2920	3095	49647	31777	3833	3251
320	0	100000	29793	21562	49863	34103	35770	0	2904	3101	49863	31873	3752	3232
321	0	100000	29831	21492	49675	34369	35614	0	2918	3043	49675	31524	3782	3290
322	0	100000	29688	21582	49837	34142	35788	0	2955	3007	49837	31451	3935	3299
323	0	100000	29534	21623	49848	34149	35772	0	2827	3027	49848	31453	3838	3339
324	0	100000	29792	21564	49648	34481	35486	1	2888	2992	49648	31702	3903	3298
325	0	100000	29758	21552	49571	34448	35399	0	2871	2970	49571	31581	3813	3356
326	0	100000	29419	21237	49548	34421	35570	1	2843	2947	49548	31631	3734	3272
327	0	100000	29605	21508	49484	34262	35411	0	2823	3053	49484	31301	3881	3304
